set_id,category,design_language_tag,persona_frame,age_band,legacy_skin_and_hair_direction,outfit_frame,scene_frame,action_frame,composition_frame,lens_group,lens_frame,shot_1_full_body_prompt,shot_2_half_body_prompt,shot_3_macro_prompt,combination_key
set-032-necklace,necklace,delicate V contour,wealthy customer,60s,"deep brown skin, long straight hair",old-money knitwear,wine bar social setting,soft laughing moment,real environment context,mild,slight high angle,"Full-body candid framework. Product DNA: necklace; graduated round brilliant stones; fine everyday scale; yellow gold; station setting; delicate V contour; wearing area: neck / collarbone; silhouette: short tennis necklace line; texture: realistic diamond facets, controlled sparkle, clean prongs, not overexposed stones. Persona direction: wealthy customer, 60s, deep brown skin, long straight hair. Outfit direction: old-money knitwear. Scene frame: wine bar social setting. Action frame: soft laughing moment. Composition frame: real environment context. Lens frame: slight high angle. Low-AI feel: real skin texture, normal background clutter, relaxed expression. The image prioritizes outfit, body line, and real environment; product appears naturally and is not centered as an ad. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory framework. Product DNA: necklace; graduated round brilliant stones; fine everyday scale; yellow gold; station setting; delicate V contour; wearing area: neck / collarbone; silhouette: short tennis necklace line; texture: realistic diamond facets, controlled sparkle, clean prongs, not overexposed stones. Persona direction: wealthy customer, 60s, deep brown skin, long straight hair. Outfit direction: old-money knitwear. Scene frame: wine bar social setting. Action frame: soft laughing moment. Composition frame: real environment context. Lens frame: slight high angle. Low-AI feel: real skin texture, normal background clutter, relaxed expression. The product is clearer than the full-body image, but the gesture stays natural, social, and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Product DNA: necklace; graduated round brilliant stones; fine everyday scale; yellow gold; station setting; delicate V contour; wearing area: neck / collarbone; silhouette: short tennis necklace line; texture: realistic diamond facets, controlled sparkle, clean prongs, not overexposed stones. Scene/material context should match the set direction without needing the same person or location. The product is the hero with realistic diamond structure, metal reflection, and physically plausible wearing area; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","necklace|necklace; graduated round brilliant stones; fine everyday scale; yellow gold; station setting; delicate V contour; wearing area: neck / collarbone; silhouette: short tennis necklace line; texture: realistic diamond facets, controlled sparkle, clean prongs, not overexposed stones|wealthy customer|60s|deep brown skin, long straight hair|old-money knitwear|wine bar social setting|soft laughing moment|real environment context|slight high angle"
set-033-ring,ring,three-stone balance,downtown cool girl with high-end taste,late 20s,"fair skin, platinum blonde hair",Y2K high-end detail,city sidewalk outside a restaurant,private transit moment,balanced social-media crop,normal,mirror selfie perspective,"Full-body candid framework. Product DNA: ring; oval-cut; 3-4ct; platinum; six-prong solitaire; three-stone balance; wearing area: finger; silhouette: elongated elegant profile; texture: natural refraction, true metal reflection, physically plausible setting, clear individual stones. Persona direction: downtown cool girl with high-end taste, late 20s, fair skin, platinum blonde hair. Outfit direction: Y2K high-end detail. Scene frame: city sidewalk outside a restaurant. Action frame: private transit moment. Composition frame: balanced social-media crop. Lens frame: mirror selfie perspective. Low-AI feel: natural posture, not overly retouched, casually wealthy. The image prioritizes outfit, body line, and real environment; product appears naturally and is not centered as an ad. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory framework. Product DNA: ring; oval-cut; 3-4ct; platinum; six-prong solitaire; three-stone balance; wearing area: finger; silhouette: elongated elegant profile; texture: natural refraction, true metal reflection, physically plausible setting, clear individual stones. Persona direction: downtown cool girl with high-end taste, late 20s, fair skin, platinum blonde hair. Outfit direction: Y2K high-end detail. Scene frame: city sidewalk outside a restaurant. Action frame: private transit moment. Composition frame: balanced social-media crop. Lens frame: mirror selfie perspective. Low-AI feel: natural posture, not overly retouched, casually wealthy. The product is clearer than the full-body image, but the gesture stays natural, social, and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Product DNA: ring; oval-cut; 3-4ct; platinum; six-prong solitaire; three-stone balance; wearing area: finger; silhouette: elongated elegant profile; texture: natural refraction, true metal reflection, physically plausible setting, clear individual stones. Scene/material context should match the set direction without needing the same person or location. The product is the hero with realistic diamond structure, metal reflection, and physically plausible wearing area; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; oval-cut; 3-4ct; platinum; six-prong solitaire; three-stone balance; wearing area: finger; silhouette: elongated elegant profile; texture: natural refraction, true metal reflection, physically plausible setting, clear individual stones|downtown cool girl with high-end taste|late 20s|fair skin, platinum blonde hair|Y2K high-end detail|city sidewalk outside a restaurant|private transit moment|balanced social-media crop|mirror selfie perspective"
set-034-earrings,earrings,classic diamond studs,fashion content creator,30s,"dark skin, sculpted curls",art gallery neutral outfit,luxury department store personal shopping suite,travel pause,street-style vertical framing,special,strong top-down shot,"Full-body candid framework. Product DNA: earrings; floral cluster stones; medium visible scale; white gold; cluster setting; classic diamond studs; wearing area: ears / earlobe; silhouette: small round sparkle; texture: controlled sparkle, clean prongs, not overexposed stones, realistic diamond facets. Persona direction: fashion content creator, 30s, dark skin, sculpted curls. Outfit direction: art gallery neutral outfit. Scene frame: luxury department store personal shopping suite. Action frame: travel pause. Composition frame: street-style vertical framing. Lens frame: strong top-down shot. Low-AI feel: phone camera look, imperfect composition, real skin texture. The image prioritizes outfit, body line, and real environment; product appears naturally and is not centered as an ad. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory framework. Product DNA: earrings; floral cluster stones; medium visible scale; white gold; cluster setting; classic diamond studs; wearing area: ears / earlobe; silhouette: small round sparkle; texture: controlled sparkle, clean prongs, not overexposed stones, realistic diamond facets. Persona direction: fashion content creator, 30s, dark skin, sculpted curls. Outfit direction: art gallery neutral outfit. Scene frame: luxury department store personal shopping suite. Action frame: travel pause. Composition frame: street-style vertical framing. Lens frame: strong top-down shot. Low-AI feel: phone camera look, imperfect composition, real skin texture. The product is clearer than the full-body image, but the gesture stays natural, social, and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Product DNA: earrings; floral cluster stones; medium visible scale; white gold; cluster setting; classic diamond studs; wearing area: ears / earlobe; silhouette: small round sparkle; texture: controlled sparkle, clean prongs, not overexposed stones, realistic diamond facets. Scene/material context should match the set direction without needing the same person or location. The product is the hero with realistic diamond structure, metal reflection, and physically plausible wearing area; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","earrings|earrings; floral cluster stones; medium visible scale; white gold; cluster setting; classic diamond studs; wearing area: ears / earlobe; silhouette: small round sparkle; texture: controlled sparkle, clean prongs, not overexposed stones, realistic diamond facets|fashion content creator|30s|dark skin, sculpted curls|art gallery neutral outfit|luxury department store personal shopping suite|travel pause|street-style vertical framing|strong top-down shot"
set-035-ring,ring,slim pave refinement,private-client jewelry buyer,50s,"warm beige skin, short curls",designer-level blazer styling,hotel bar or lounge,seated social moment,mirror-frame composition,normal,seated across-the-table shot,"Full-body candid framework. Product DNA: ring; round brilliant; 2-3ct; rose gold; knife-edge band; slim pave refinement; wearing area: finger; silhouette: clean center-stone profile; texture: true metal reflection, physically plausible setting, clear individual stones, natural refraction. Persona direction: private-client jewelry buyer, 50s, warm beige skin, short curls. Outfit direction: designer-level blazer styling. Scene frame: hotel bar or lounge. Action frame: seated social moment. Composition frame: mirror-frame composition. Lens frame: seated across-the-table shot. Low-AI feel: normal background clutter, relaxed expression, natural posture. The image prioritizes outfit, body line, and real environment; product appears naturally and is not centered as an ad. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory framework. Product DNA: ring; round brilliant; 2-3ct; rose gold; knife-edge band; slim pave refinement; wearing area: finger; silhouette: clean center-stone profile; texture: true metal reflection, physically plausible setting, clear individual stones, natural refraction. Persona direction: private-client jewelry buyer, 50s, warm beige skin, short curls. Outfit direction: designer-level blazer styling. Scene frame: hotel bar or lounge. Action frame: seated social moment. Composition frame: mirror-frame composition. Lens frame: seated across-the-table shot. Low-AI feel: normal background clutter, relaxed expression, natural posture. The product is clearer than the full-body image, but the gesture stays natural, social, and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Product DNA: ring; round brilliant; 2-3ct; rose gold; knife-edge band; slim pave refinement; wearing area: finger; silhouette: clean center-stone profile; texture: true metal reflection, physically plausible setting, clear individual stones, natural refraction. Scene/material context should match the set direction without needing the same person or location. The product is the hero with realistic diamond structure, metal reflection, and physically plausible wearing area; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; round brilliant; 2-3ct; rose gold; knife-edge band; slim pave refinement; wearing area: finger; silhouette: clean center-stone profile; texture: true metal reflection, physically plausible setting, clear individual stones, natural refraction|private-client jewelry buyer|50s|warm beige skin, short curls|designer-level blazer styling|hotel bar or lounge|seated social moment|mirror-frame composition|seated across-the-table shot"
set-036-bracelet,bracelet,layered bracelet stack,American socialite,30s,"fair skin, brunette hair",quiet luxury tailoring,high-end hotel lobby or corridor,table interaction,normal background clutter,normal,normal handheld camera angle,"Full-body candid framework. Product DNA: bracelet; small round brilliant stones; delicate wrist scale; rose gold; diamond bangle; layered bracelet stack; wearing area: wrist; silhouette: layered bracelet profile; texture: clean prongs, not overexposed stones, realistic diamond facets, controlled sparkle. Persona direction: American socialite, 30s, fair skin, brunette hair. Outfit direction: quiet luxury tailoring. Scene frame: high-end hotel lobby or corridor. Action frame: table interaction. Composition frame: normal background clutter. Lens frame: normal handheld camera angle. Low-AI feel: not overly retouched, casually wealthy, phone camera look. The image prioritizes outfit, body line, and real environment; product appears naturally and is not centered as an ad. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory framework. Product DNA: bracelet; small round brilliant stones; delicate wrist scale; rose gold; diamond bangle; layered bracelet stack; wearing area: wrist; silhouette: layered bracelet profile; texture: clean prongs, not overexposed stones, realistic diamond facets, controlled sparkle. Persona direction: American socialite, 30s, fair skin, brunette hair. Outfit direction: quiet luxury tailoring. Scene frame: high-end hotel lobby or corridor. Action frame: table interaction. Composition frame: normal background clutter. Lens frame: normal handheld camera angle. Low-AI feel: not overly retouched, casually wealthy, phone camera look. The product is clearer than the full-body image, but the gesture stays natural, social, and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Product DNA: bracelet; small round brilliant stones; delicate wrist scale; rose gold; diamond bangle; layered bracelet stack; wearing area: wrist; silhouette: layered bracelet profile; texture: clean prongs, not overexposed stones, realistic diamond facets, controlled sparkle. Scene/material context should match the set direction without needing the same person or location. The product is the hero with realistic diamond structure, metal reflection, and physically plausible wearing area; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","bracelet|bracelet; small round brilliant stones; delicate wrist scale; rose gold; diamond bangle; layered bracelet stack; wearing area: wrist; silhouette: layered bracelet profile; texture: clean prongs, not overexposed stones, realistic diamond facets, controlled sparkle|American socialite|30s|fair skin, brunette hair|quiet luxury tailoring|high-end hotel lobby or corridor|table interaction|normal background clutter|normal handheld camera angle"
set-037-ring,ring,elevated solitaire,stylish rich mom,40s,"medium skin, loose waves",rich mom casual layers,Pilates studio or wellness club,relaxed profile moment,natural vertical social crop,mild,slight low angle,"Full-body candid framework. Product DNA: ring; oval-cut; 6-8ct; yellow gold; tapered side stones; elevated solitaire; wearing area: finger; silhouette: bold statement profile; texture: physically plausible setting, clear individual stones, natural refraction, true metal reflection. Persona direction: stylish rich mom, 40s, medium skin, loose waves. Outfit direction: rich mom casual layers. Scene frame: Pilates studio or wellness club. Action frame: relaxed profile moment. Composition frame: natural vertical social crop. Lens frame: slight low angle. Low-AI feel: imperfect composition, real skin texture, normal background clutter. The image prioritizes outfit, body line, and real environment; product appears naturally and is not centered as an ad. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory framework. Product DNA: ring; oval-cut; 6-8ct; yellow gold; tapered side stones; elevated solitaire; wearing area: finger; silhouette: bold statement profile; texture: physically plausible setting, clear individual stones, natural refraction, true metal reflection. Persona direction: stylish rich mom, 40s, medium skin, loose waves. Outfit direction: rich mom casual layers. Scene frame: Pilates studio or wellness club. Action frame: relaxed profile moment. Composition frame: natural vertical social crop. Lens frame: slight low angle. Low-AI feel: imperfect composition, real skin texture, normal background clutter. The product is clearer than the full-body image, but the gesture stays natural, social, and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Product DNA: ring; oval-cut; 6-8ct; yellow gold; tapered side stones; elevated solitaire; wearing area: finger; silhouette: bold statement profile; texture: physically plausible setting, clear individual stones, natural refraction, true metal reflection. Scene/material context should match the set direction without needing the same person or location. The product is the hero with realistic diamond structure, metal reflection, and physically plausible wearing area; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; oval-cut; 6-8ct; yellow gold; tapered side stones; elevated solitaire; wearing area: finger; silhouette: bold statement profile; texture: physically plausible setting, clear individual stones, natural refraction, true metal reflection|stylish rich mom|40s|medium skin, loose waves|rich mom casual layers|Pilates studio or wellness club|relaxed profile moment|natural vertical social crop|slight low angle"
set-038-necklace,necklace,solitaire pendant,Pilates lifestyle creator,late 20s,"dark skin, sculpted curls",yoga set with expensive coat,yoga studio with luxury lifestyle feel,holding a personal item,natural imperfect crop,normal,social media phone camera crop,"Full-body candid framework. Product DNA: necklace; floral cluster diamonds; fine everyday scale; white gold; delicate V contour; solitaire pendant; wearing area: neck / collarbone; silhouette: soft V shape; texture: not overexposed stones, realistic diamond facets, controlled sparkle, clean prongs. Persona direction: Pilates lifestyle creator, late 20s, dark skin, sculpted curls. Outfit direction: yoga set with expensive coat. Scene frame: yoga studio with luxury lifestyle feel. Action frame: holding a personal item. Composition frame: natural imperfect crop. Lens frame: social media phone camera crop. Low-AI feel: relaxed expression, natural posture, not overly retouched. The image prioritizes outfit, body line, and real environment; product appears naturally and is not centered as an ad. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory framework. Product DNA: necklace; floral cluster diamonds; fine everyday scale; white gold; delicate V contour; solitaire pendant; wearing area: neck / collarbone; silhouette: soft V shape; texture: not overexposed stones, realistic diamond facets, controlled sparkle, clean prongs. Persona direction: Pilates lifestyle creator, late 20s, dark skin, sculpted curls. Outfit direction: yoga set with expensive coat. Scene frame: yoga studio with luxury lifestyle feel. Action frame: holding a personal item. Composition frame: natural imperfect crop. Lens frame: social media phone camera crop. Low-AI feel: relaxed expression, natural posture, not overly retouched. The product is clearer than the full-body image, but the gesture stays natural, social, and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Product DNA: necklace; floral cluster diamonds; fine everyday scale; white gold; delicate V contour; solitaire pendant; wearing area: neck / collarbone; silhouette: soft V shape; texture: not overexposed stones, realistic diamond facets, controlled sparkle, clean prongs. Scene/material context should match the set direction without needing the same person or location. The product is the hero with realistic diamond structure, metal reflection, and physically plausible wearing area; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","necklace|necklace; floral cluster diamonds; fine everyday scale; white gold; delicate V contour; solitaire pendant; wearing area: neck / collarbone; silhouette: soft V shape; texture: not overexposed stones, realistic diamond facets, controlled sparkle, clean prongs|Pilates lifestyle creator|late 20s|dark skin, sculpted curls|yoga set with expensive coat|yoga studio with luxury lifestyle feel|holding a personal item|natural imperfect crop|social media phone camera crop"
set-039-ring,ring,oval elongated finger effect,lifestyle KOL,late 20s,"tan skin, dark ponytail",travel lounge cashmere set,upscale cafe street-side,leaning near counter or table,soft foreground layering,normal,ordinary compact-camera perspective,"Full-body candid framework. Product DNA: ring; round brilliant; 5-6ct; white gold; bezel detail; oval elongated finger effect; wearing area: finger; silhouette: soft romantic profile; texture: clear individual stones, natural refraction, true metal reflection, physically plausible setting. Persona direction: lifestyle KOL, late 20s, tan skin, dark ponytail. Outfit direction: travel lounge cashmere set. Scene frame: upscale cafe street-side. Action frame: leaning near counter or table. Composition frame: soft foreground layering. Lens frame: ordinary compact-camera perspective. Low-AI feel: casually wealthy, phone camera look, imperfect composition. The image prioritizes outfit, body line, and real environment; product appears naturally and is not centered as an ad. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory framework. Product DNA: ring; round brilliant; 5-6ct; white gold; bezel detail; oval elongated finger effect; wearing area: finger; silhouette: soft romantic profile; texture: clear individual stones, natural refraction, true metal reflection, physically plausible setting. Persona direction: lifestyle KOL, late 20s, tan skin, dark ponytail. Outfit direction: travel lounge cashmere set. Scene frame: upscale cafe street-side. Action frame: leaning near counter or table. Composition frame: soft foreground layering. Lens frame: ordinary compact-camera perspective. Low-AI feel: casually wealthy, phone camera look, imperfect composition. The product is clearer than the full-body image, but the gesture stays natural, social, and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Product DNA: ring; round brilliant; 5-6ct; white gold; bezel detail; oval elongated finger effect; wearing area: finger; silhouette: soft romantic profile; texture: clear individual stones, natural refraction, true metal reflection, physically plausible setting. Scene/material context should match the set direction without needing the same person or location. The product is the hero with realistic diamond structure, metal reflection, and physically plausible wearing area; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; round brilliant; 5-6ct; white gold; bezel detail; oval elongated finger effect; wearing area: finger; silhouette: soft romantic profile; texture: clear individual stones, natural refraction, true metal reflection, physically plausible setting|lifestyle KOL|late 20s|tan skin, dark ponytail|travel lounge cashmere set|upscale cafe street-side|leaning near counter or table|soft foreground layering|ordinary compact-camera perspective"
set-040-ring,ring,oval elongated finger effect,wedding guest with money,50s,"medium skin, loose waves",silk dress,hotel lobby event area,hands naturally enter frame,table-level candid framing,normal,standing-height phone photo,"Full-body candid framework. Product DNA: ring; Asscher-cut; 3-4ct; rose gold; cathedral profile; oval elongated finger effect; wearing area: finger; silhouette: elongated elegant profile; texture: realistic diamond facets, controlled sparkle, clean prongs, not overexposed stones. Persona direction: wedding guest with money, 50s, medium skin, loose waves. Outfit direction: silk dress. Scene frame: hotel lobby event area. Action frame: hands naturally enter frame. Composition frame: table-level candid framing. Lens frame: standing-height phone photo. Low-AI feel: real skin texture, normal background clutter, relaxed expression. The image prioritizes outfit, body line, and real environment; product appears naturally and is not centered as an ad. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory framework. Product DNA: ring; Asscher-cut; 3-4ct; rose gold; cathedral profile; oval elongated finger effect; wearing area: finger; silhouette: elongated elegant profile; texture: realistic diamond facets, controlled sparkle, clean prongs, not overexposed stones. Persona direction: wedding guest with money, 50s, medium skin, loose waves. Outfit direction: silk dress. Scene frame: hotel lobby event area. Action frame: hands naturally enter frame. Composition frame: table-level candid framing. Lens frame: standing-height phone photo. Low-AI feel: real skin texture, normal background clutter, relaxed expression. The product is clearer than the full-body image, but the gesture stays natural, social, and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Product DNA: ring; Asscher-cut; 3-4ct; rose gold; cathedral profile; oval elongated finger effect; wearing area: finger; silhouette: elongated elegant profile; texture: realistic diamond facets, controlled sparkle, clean prongs, not overexposed stones. Scene/material context should match the set direction without needing the same person or location. The product is the hero with realistic diamond structure, metal reflection, and physically plausible wearing area; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; Asscher-cut; 3-4ct; rose gold; cathedral profile; oval elongated finger effect; wearing area: finger; silhouette: elongated elegant profile; texture: realistic diamond facets, controlled sparkle, clean prongs, not overexposed stones|wedding guest with money|50s|medium skin, loose waves|silk dress|hotel lobby event area|hands naturally enter frame|table-level candid framing|standing-height phone photo"
set-041-ring,ring,oval elongated finger effect,affluent influencer,30s,"light skin, shoulder-length bob",street-style denim with luxury coat,city sidewalk outside a restaurant,waiting naturally,subject not always looking at camera,normal,friend-taken eye-level shot,"Full-body candid framework. Product DNA: ring; pear-cut; 6-8ct; white gold; hidden halo; oval elongated finger effect; wearing area: finger; silhouette: bold statement profile; texture: natural refraction, true metal reflection, physically plausible setting, clear individual stones. Persona direction: affluent influencer, 30s, light skin, shoulder-length bob. Outfit direction: street-style denim with luxury coat. Scene frame: city sidewalk outside a restaurant. Action frame: waiting naturally. Composition frame: subject not always looking at camera. Lens frame: friend-taken eye-level shot. Low-AI feel: natural posture, not overly retouched, casually wealthy. The image prioritizes outfit, body line, and real environment; product appears naturally and is not centered as an ad. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory framework. Product DNA: ring; pear-cut; 6-8ct; white gold; hidden halo; oval elongated finger effect; wearing area: finger; silhouette: bold statement profile; texture: natural refraction, true metal reflection, physically plausible setting, clear individual stones. Persona direction: affluent influencer, 30s, light skin, shoulder-length bob. Outfit direction: street-style denim with luxury coat. Scene frame: city sidewalk outside a restaurant. Action frame: waiting naturally. Composition frame: subject not always looking at camera. Lens frame: friend-taken eye-level shot. Low-AI feel: natural posture, not overly retouched, casually wealthy. The product is clearer than the full-body image, but the gesture stays natural, social, and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Product DNA: ring; pear-cut; 6-8ct; white gold; hidden halo; oval elongated finger effect; wearing area: finger; silhouette: bold statement profile; texture: natural refraction, true metal reflection, physically plausible setting, clear individual stones. Scene/material context should match the set direction without needing the same person or location. The product is the hero with realistic diamond structure, metal reflection, and physically plausible wearing area; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; pear-cut; 6-8ct; white gold; hidden halo; oval elongated finger effect; wearing area: finger; silhouette: bold statement profile; texture: natural refraction, true metal reflection, physically plausible setting, clear individual stones|affluent influencer|30s|light skin, shoulder-length bob|street-style denim with luxury coat|city sidewalk outside a restaurant|waiting naturally|subject not always looking at camera|friend-taken eye-level shot"
