set_id,category,design_language_tag,persona_frame,age_band,legacy_skin_and_hair_direction,outfit_frame,scene_frame,action_frame,composition_frame,lens_group,lens_frame,shot_1_full_body_prompt,shot_2_half_body_prompt,shot_3_macro_prompt,combination_key
set-035-ring,ring,slim pave refinement,luxury travel shopper,late 20s,"dark espresso skin, sleek short hair",tennis club outfit,boutique fitting room mirror area,seated social interaction,subject not always looking at camera,normal,seated across-the-table shot,"Full-body candid image framework. Product DNA: ring; round brilliant; 2-3ct; rose gold; knife-edge band; slim pave refinement; finger; clean center-stone profile; true metal reflection, physically plausible setting, clear individual stones, natural refraction. Persona direction: luxury travel shopper, late 20s, dark espresso skin, sleek short hair. Outfit direction: tennis club outfit. Scene frame: boutique fitting room mirror area. Action frame: seated social interaction. Composition: subject not always looking at camera. Lens: seated across-the-table shot. Low-AI feel: normal background clutter, relaxed expression, natural posture. Product appears naturally, not centered as an ad. Keep it like a real high-income American social photo. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory image framework. Same Product DNA. Product DNA: ring; round brilliant; 2-3ct; rose gold; knife-edge band; slim pave refinement; finger; clean center-stone profile; true metal reflection, physically plausible setting, clear individual stones, natural refraction. Persona direction: luxury travel shopper, late 20s, dark espresso skin, sleek short hair. Outfit direction: tennis club outfit. Scene frame: boutique fitting room mirror area. Action frame: seated social interaction. Composition: subject not always looking at camera. Lens: seated across-the-table shot. Low-AI feel: normal background clutter, relaxed expression, natural posture. Product is clearer than full-body, but the gesture stays natural and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Same Product DNA. Product is the hero with realistic diamond structure and metal reflections; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; round brilliant; 2-3ct; rose gold; knife-edge band; slim pave refinement; finger; clean center-stone profile; true metal reflection, physically plausible setting, clear individual stones, natural refraction|luxury travel shopper|late 20s|dark espresso skin, sleek short hair|tennis club outfit|boutique fitting room mirror area|seated social interaction|subject not always looking at camera|seated across-the-table shot"
set-036-bracelet,bracelet,layered bracelet stack,wealthy customer,50s,"dark skin, sculpted curls",boutique shopping outfit,luxury department store personal shopping suite,menu or table interaction,full body with real environment context,normal,normal handheld camera angle,"Full-body candid image framework. Product DNA: bracelet; small round brilliant stones; delicate wrist scale; rose gold; diamond bangle; layered bracelet stack; wrist; layered bracelet profile; clean prongs, not overexposed stones, realistic diamond facets, controlled sparkle. Persona direction: wealthy customer, 50s, dark skin, sculpted curls. Outfit direction: boutique shopping outfit. Scene frame: luxury department store personal shopping suite. Action frame: menu or table interaction. Composition: full body with real environment context. Lens: normal handheld camera angle. Low-AI feel: not overly retouched, casually wealthy, phone camera look. Product appears naturally, not centered as an ad. Keep it like a real high-income American social photo. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory image framework. Same Product DNA. Product DNA: bracelet; small round brilliant stones; delicate wrist scale; rose gold; diamond bangle; layered bracelet stack; wrist; layered bracelet profile; clean prongs, not overexposed stones, realistic diamond facets, controlled sparkle. Persona direction: wealthy customer, 50s, dark skin, sculpted curls. Outfit direction: boutique shopping outfit. Scene frame: luxury department store personal shopping suite. Action frame: menu or table interaction. Composition: full body with real environment context. Lens: normal handheld camera angle. Low-AI feel: not overly retouched, casually wealthy, phone camera look. Product is clearer than full-body, but the gesture stays natural and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Same Product DNA. Product is the hero with realistic diamond structure and metal reflections; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","bracelet|bracelet; small round brilliant stones; delicate wrist scale; rose gold; diamond bangle; layered bracelet stack; wrist; layered bracelet profile; clean prongs, not overexposed stones, realistic diamond facets, controlled sparkle|wealthy customer|50s|dark skin, sculpted curls|boutique shopping outfit|luxury department store personal shopping suite|menu or table interaction|full body with real environment context|normal handheld camera angle"
set-037-ring,ring,elevated solitaire,elegant older wealthy woman,mature adult,"tan skin, honey blonde hair",rich mom casual layers,car back seat selfie environment,relaxed waiting moment,close detail crop,mild,slight low angle,"Full-body candid image framework. Product DNA: ring; oval-cut; 6-8ct; yellow gold; tapered side stones; elevated solitaire; finger; bold statement profile; physically plausible setting, clear individual stones, natural refraction, true metal reflection. Persona direction: elegant older wealthy woman, mature adult, tan skin, honey blonde hair. Outfit direction: rich mom casual layers. Scene frame: car back seat selfie environment. Action frame: relaxed waiting moment. Composition: close detail crop. Lens: slight low angle. Low-AI feel: imperfect composition, real skin texture, normal background clutter. Product appears naturally, not centered as an ad. Keep it like a real high-income American social photo. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory image framework. Same Product DNA. Product DNA: ring; oval-cut; 6-8ct; yellow gold; tapered side stones; elevated solitaire; finger; bold statement profile; physically plausible setting, clear individual stones, natural refraction, true metal reflection. Persona direction: elegant older wealthy woman, mature adult, tan skin, honey blonde hair. Outfit direction: rich mom casual layers. Scene frame: car back seat selfie environment. Action frame: relaxed waiting moment. Composition: close detail crop. Lens: slight low angle. Low-AI feel: imperfect composition, real skin texture, normal background clutter. Product is clearer than full-body, but the gesture stays natural and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Same Product DNA. Product is the hero with realistic diamond structure and metal reflections; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; oval-cut; 6-8ct; yellow gold; tapered side stones; elevated solitaire; finger; bold statement profile; physically plausible setting, clear individual stones, natural refraction, true metal reflection|elegant older wealthy woman|mature adult|tan skin, honey blonde hair|rich mom casual layers|car back seat selfie environment|relaxed waiting moment|close detail crop|slight low angle"
set-038-necklace,necklace,solitaire pendant,art collector socialite,30s,"light skin, shoulder-length bob",soft feminine satin look,art gallery opening,reaching or holding object,mirror-frame composition,normal,social media phone camera crop,"Full-body candid image framework. Product DNA: necklace; floral cluster diamonds; fine everyday scale; white gold; delicate V contour; solitaire pendant; neck / collarbone; soft V shape; not overexposed stones, realistic diamond facets, controlled sparkle, clean prongs. Persona direction: art collector socialite, 30s, light skin, shoulder-length bob. Outfit direction: soft feminine satin look. Scene frame: art gallery opening. Action frame: reaching or holding object. Composition: mirror-frame composition. Lens: social media phone camera crop. Low-AI feel: relaxed expression, natural posture, not overly retouched. Product appears naturally, not centered as an ad. Keep it like a real high-income American social photo. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory image framework. Same Product DNA. Product DNA: necklace; floral cluster diamonds; fine everyday scale; white gold; delicate V contour; solitaire pendant; neck / collarbone; soft V shape; not overexposed stones, realistic diamond facets, controlled sparkle, clean prongs. Persona direction: art collector socialite, 30s, light skin, shoulder-length bob. Outfit direction: soft feminine satin look. Scene frame: art gallery opening. Action frame: reaching or holding object. Composition: mirror-frame composition. Lens: social media phone camera crop. Low-AI feel: relaxed expression, natural posture, not overly retouched. Product is clearer than full-body, but the gesture stays natural and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Same Product DNA. Product is the hero with realistic diamond structure and metal reflections; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","necklace|necklace; floral cluster diamonds; fine everyday scale; white gold; delicate V contour; solitaire pendant; neck / collarbone; soft V shape; not overexposed stones, realistic diamond facets, controlled sparkle, clean prongs|art collector socialite|30s|light skin, shoulder-length bob|soft feminine satin look|art gallery opening|reaching or holding object|mirror-frame composition|social media phone camera crop"
set-039-ring,ring,oval elongated finger effect,lifestyle KOL,60s,"light olive skin, dark blonde hair",designer-level blazer styling,rooftop dinner environment,leaning near table or counter,hand naturally enters frame,normal,ordinary compact-camera perspective,"Full-body candid image framework. Product DNA: ring; round brilliant; 5-6ct; white gold; bezel detail; oval elongated finger effect; finger; soft romantic profile; clear individual stones, natural refraction, true metal reflection, physically plausible setting. Persona direction: lifestyle KOL, 60s, light olive skin, dark blonde hair. Outfit direction: designer-level blazer styling. Scene frame: rooftop dinner environment. Action frame: leaning near table or counter. Composition: hand naturally enters frame. Lens: ordinary compact-camera perspective. Low-AI feel: casually wealthy, phone camera look, imperfect composition. Product appears naturally, not centered as an ad. Keep it like a real high-income American social photo. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory image framework. Same Product DNA. Product DNA: ring; round brilliant; 5-6ct; white gold; bezel detail; oval elongated finger effect; finger; soft romantic profile; clear individual stones, natural refraction, true metal reflection, physically plausible setting. Persona direction: lifestyle KOL, 60s, light olive skin, dark blonde hair. Outfit direction: designer-level blazer styling. Scene frame: rooftop dinner environment. Action frame: leaning near table or counter. Composition: hand naturally enters frame. Lens: ordinary compact-camera perspective. Low-AI feel: casually wealthy, phone camera look, imperfect composition. Product is clearer than full-body, but the gesture stays natural and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Same Product DNA. Product is the hero with realistic diamond structure and metal reflections; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; round brilliant; 5-6ct; white gold; bezel detail; oval elongated finger effect; finger; soft romantic profile; clear individual stones, natural refraction, true metal reflection, physically plausible setting|lifestyle KOL|60s|light olive skin, dark blonde hair|designer-level blazer styling|rooftop dinner environment|leaning near table or counter|hand naturally enters frame|ordinary compact-camera perspective"
set-040-ring,ring,oval elongated finger effect,wedding guest with money,young adult,"warm tan skin, copper hair",downtown leather jacket look,home closet natural light,hand enters frame naturally,over-the-table framing,normal,standing-height phone photo,"Full-body candid image framework. Product DNA: ring; Asscher-cut; 3-4ct; rose gold; cathedral profile; oval elongated finger effect; finger; elongated elegant profile; realistic diamond facets, controlled sparkle, clean prongs, not overexposed stones. Persona direction: wedding guest with money, young adult, warm tan skin, copper hair. Outfit direction: downtown leather jacket look. Scene frame: home closet natural light. Action frame: hand enters frame naturally. Composition: over-the-table framing. Lens: standing-height phone photo. Low-AI feel: real skin texture, normal background clutter, relaxed expression. Product appears naturally, not centered as an ad. Keep it like a real high-income American social photo. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory image framework. Same Product DNA. Product DNA: ring; Asscher-cut; 3-4ct; rose gold; cathedral profile; oval elongated finger effect; finger; elongated elegant profile; realistic diamond facets, controlled sparkle, clean prongs, not overexposed stones. Persona direction: wedding guest with money, young adult, warm tan skin, copper hair. Outfit direction: downtown leather jacket look. Scene frame: home closet natural light. Action frame: hand enters frame naturally. Composition: over-the-table framing. Lens: standing-height phone photo. Low-AI feel: real skin texture, normal background clutter, relaxed expression. Product is clearer than full-body, but the gesture stays natural and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Same Product DNA. Product is the hero with realistic diamond structure and metal reflections; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; Asscher-cut; 3-4ct; rose gold; cathedral profile; oval elongated finger effect; finger; elongated elegant profile; realistic diamond facets, controlled sparkle, clean prongs, not overexposed stones|wedding guest with money|young adult|warm tan skin, copper hair|downtown leather jacket look|home closet natural light|hand enters frame naturally|over-the-table framing|standing-height phone photo"
set-041-ring,ring,oval elongated finger effect,young high-income trendsetter,40s,"warm beige skin, short curls",hotel bar black dress,private event arrival area,holding small personal item,street-style vertical crop,normal,friend-taken eye-level shot,"Full-body candid image framework. Product DNA: ring; pear-cut; 6-8ct; white gold; hidden halo; oval elongated finger effect; finger; bold statement profile; natural refraction, true metal reflection, physically plausible setting, clear individual stones. Persona direction: young high-income trendsetter, 40s, warm beige skin, short curls. Outfit direction: hotel bar black dress. Scene frame: private event arrival area. Action frame: holding small personal item. Composition: street-style vertical crop. Lens: friend-taken eye-level shot. Low-AI feel: natural posture, not overly retouched, casually wealthy. Product appears naturally, not centered as an ad. Keep it like a real high-income American social photo. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory image framework. Same Product DNA. Product DNA: ring; pear-cut; 6-8ct; white gold; hidden halo; oval elongated finger effect; finger; bold statement profile; natural refraction, true metal reflection, physically plausible setting, clear individual stones. Persona direction: young high-income trendsetter, 40s, warm beige skin, short curls. Outfit direction: hotel bar black dress. Scene frame: private event arrival area. Action frame: holding small personal item. Composition: street-style vertical crop. Lens: friend-taken eye-level shot. Low-AI feel: natural posture, not overly retouched, casually wealthy. Product is clearer than full-body, but the gesture stays natural and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Same Product DNA. Product is the hero with realistic diamond structure and metal reflections; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; pear-cut; 6-8ct; white gold; hidden halo; oval elongated finger effect; finger; bold statement profile; natural refraction, true metal reflection, physically plausible setting, clear individual stones|young high-income trendsetter|40s|warm beige skin, short curls|hotel bar black dress|private event arrival area|holding small personal item|street-style vertical crop|friend-taken eye-level shot"
set-042-necklace,necklace,delicate V contour,fashion content creator,elegant older woman,"fair skin, auburn hair",Y2K high-end detail,airport lounge,conversation moment,social media crop,normal,normal 35mm perspective,"Full-body candid image framework. Product DNA: necklace; single pendant stone; statement dinner scale; yellow gold; station setting; delicate V contour; neck / collarbone; fine layered chain; controlled sparkle, clean prongs, not overexposed stones, realistic diamond facets. Persona direction: fashion content creator, elegant older woman, fair skin, auburn hair. Outfit direction: Y2K high-end detail. Scene frame: airport lounge. Action frame: conversation moment. Composition: social media crop. Lens: normal 35mm perspective. Low-AI feel: phone camera look, imperfect composition, real skin texture. Product appears naturally, not centered as an ad. Keep it like a real high-income American social photo. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory image framework. Same Product DNA. Product DNA: necklace; single pendant stone; statement dinner scale; yellow gold; station setting; delicate V contour; neck / collarbone; fine layered chain; controlled sparkle, clean prongs, not overexposed stones, realistic diamond facets. Persona direction: fashion content creator, elegant older woman, fair skin, auburn hair. Outfit direction: Y2K high-end detail. Scene frame: airport lounge. Action frame: conversation moment. Composition: social media crop. Lens: normal 35mm perspective. Low-AI feel: phone camera look, imperfect composition, real skin texture. Product is clearer than full-body, but the gesture stays natural and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Same Product DNA. Product is the hero with realistic diamond structure and metal reflections; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","necklace|necklace; single pendant stone; statement dinner scale; yellow gold; station setting; delicate V contour; neck / collarbone; fine layered chain; controlled sparkle, clean prongs, not overexposed stones, realistic diamond facets|fashion content creator|elegant older woman|fair skin, auburn hair|Y2K high-end detail|airport lounge|conversation moment|social media crop|normal 35mm perspective"
set-043-ring,ring,emerald-cut architecture,private-client jewelry buyer,late 20s,"fair skin, platinum blonde hair",personal shopping suite outfit,outdoor wedding guest moment,settling into seat,half-body natural crop,mild,over-the-shoulder,"Full-body candid image framework. Product DNA: ring; elongated cushion-cut; 5-6ct; platinum; six-prong solitaire; emerald-cut architecture; finger; soft romantic profile; true metal reflection, physically plausible setting, clear individual stones, natural refraction. Persona direction: private-client jewelry buyer, late 20s, fair skin, platinum blonde hair. Outfit direction: personal shopping suite outfit. Scene frame: outdoor wedding guest moment. Action frame: settling into seat. Composition: half-body natural crop. Lens: over-the-shoulder. Low-AI feel: normal background clutter, relaxed expression, natural posture. Product appears naturally, not centered as an ad. Keep it like a real high-income American social photo. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory image framework. Same Product DNA. Product DNA: ring; elongated cushion-cut; 5-6ct; platinum; six-prong solitaire; emerald-cut architecture; finger; soft romantic profile; true metal reflection, physically plausible setting, clear individual stones, natural refraction. Persona direction: private-client jewelry buyer, late 20s, fair skin, platinum blonde hair. Outfit direction: personal shopping suite outfit. Scene frame: outdoor wedding guest moment. Action frame: settling into seat. Composition: half-body natural crop. Lens: over-the-shoulder. Low-AI feel: normal background clutter, relaxed expression, natural posture. Product is clearer than full-body, but the gesture stays natural and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Same Product DNA. Product is the hero with realistic diamond structure and metal reflections; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; elongated cushion-cut; 5-6ct; platinum; six-prong solitaire; emerald-cut architecture; finger; soft romantic profile; true metal reflection, physically plausible setting, clear individual stones, natural refraction|private-client jewelry buyer|late 20s|fair skin, platinum blonde hair|personal shopping suite outfit|outdoor wedding guest moment|settling into seat|half-body natural crop|over-the-shoulder"
set-044-earrings,earrings,floral diamond earrings,Pilates lifestyle creator,50s,"deep brown skin, natural curls",luxury athleisure,hotel breakfast lounge,outfit adjustment frame,layered foreground object,normal,50mm shallow depth of field,"Full-body candid image framework. Product DNA: earrings; pear-shaped drops; medium visible scale; platinum; cluster setting; floral diamond earrings; ears / earlobe; clean geometric ear detail; clean prongs, not overexposed stones, realistic diamond facets, controlled sparkle. Persona direction: Pilates lifestyle creator, 50s, deep brown skin, natural curls. Outfit direction: luxury athleisure. Scene frame: hotel breakfast lounge. Action frame: outfit adjustment frame. Composition: layered foreground object. Lens: 50mm shallow depth of field. Low-AI feel: not overly retouched, casually wealthy, phone camera look. Product appears naturally, not centered as an ad. Keep it like a real high-income American social photo. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory image framework. Same Product DNA. Product DNA: earrings; pear-shaped drops; medium visible scale; platinum; cluster setting; floral diamond earrings; ears / earlobe; clean geometric ear detail; clean prongs, not overexposed stones, realistic diamond facets, controlled sparkle. Persona direction: Pilates lifestyle creator, 50s, deep brown skin, natural curls. Outfit direction: luxury athleisure. Scene frame: hotel breakfast lounge. Action frame: outfit adjustment frame. Composition: layered foreground object. Lens: 50mm shallow depth of field. Low-AI feel: not overly retouched, casually wealthy, phone camera look. Product is clearer than full-body, but the gesture stays natural and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Same Product DNA. Product is the hero with realistic diamond structure and metal reflections; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","earrings|earrings; pear-shaped drops; medium visible scale; platinum; cluster setting; floral diamond earrings; ears / earlobe; clean geometric ear detail; clean prongs, not overexposed stones, realistic diamond facets, controlled sparkle|Pilates lifestyle creator|50s|deep brown skin, natural curls|luxury athleisure|hotel breakfast lounge|outfit adjustment frame|layered foreground object|50mm shallow depth of field"
set-045-ring,ring,pear-shaped elegance,affluent influencer,mature adult,"medium skin, loose waves",silk skirt and cashmere top,private dinner setting,checking phone naturally,table-level candid crop,normal,85mm half-body portrait,"Full-body candid image framework. Product DNA: ring; pear-cut; 4-5ct; rose gold; knife-edge band; pear-shaped elegance; finger; architectural center profile; physically plausible setting, clear individual stones, natural refraction, true metal reflection. Persona direction: affluent influencer, mature adult, medium skin, loose waves. Outfit direction: silk skirt and cashmere top. Scene frame: private dinner setting. Action frame: checking phone naturally. Composition: table-level candid crop. Lens: 85mm half-body portrait. Low-AI feel: imperfect composition, real skin texture, normal background clutter. Product appears naturally, not centered as an ad. Keep it like a real high-income American social photo. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory image framework. Same Product DNA. Product DNA: ring; pear-cut; 4-5ct; rose gold; knife-edge band; pear-shaped elegance; finger; architectural center profile; physically plausible setting, clear individual stones, natural refraction, true metal reflection. Persona direction: affluent influencer, mature adult, medium skin, loose waves. Outfit direction: silk skirt and cashmere top. Scene frame: private dinner setting. Action frame: checking phone naturally. Composition: table-level candid crop. Lens: 85mm half-body portrait. Low-AI feel: imperfect composition, real skin texture, normal background clutter. Product is clearer than full-body, but the gesture stays natural and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Same Product DNA. Product is the hero with realistic diamond structure and metal reflections; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","ring|ring; pear-cut; 4-5ct; rose gold; knife-edge band; pear-shaped elegance; finger; architectural center profile; physically plausible setting, clear individual stones, natural refraction, true metal reflection|affluent influencer|mature adult|medium skin, loose waves|silk skirt and cashmere top|private dinner setting|checking phone naturally|table-level candid crop|85mm half-body portrait"
set-046-bracelet,bracelet,honeycomb geometric hint,mature luxury shopper,30s,"warm beige skin, black hair",street-style denim with luxury coat,Pilates studio or wellness club,mirror interaction,real background clutter remains,normal,mirror selfie perspective,"Full-body candid image framework. Product DNA: bracelet; graduated bracelet stones; delicate wrist scale; yellow gold; diamond bangle; honeycomb geometric hint; wrist; geometric wrist line; not overexposed stones, realistic diamond facets, controlled sparkle, clean prongs. Persona direction: mature luxury shopper, 30s, warm beige skin, black hair. Outfit direction: street-style denim with luxury coat. Scene frame: Pilates studio or wellness club. Action frame: mirror interaction. Composition: real background clutter remains. Lens: mirror selfie perspective. Low-AI feel: relaxed expression, natural posture, not overly retouched. Product appears naturally, not centered as an ad. Keep it like a real high-income American social photo. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Half-body accessory image framework. Same Product DNA. Product DNA: bracelet; graduated bracelet stones; delicate wrist scale; yellow gold; diamond bangle; honeycomb geometric hint; wrist; geometric wrist line; not overexposed stones, realistic diamond facets, controlled sparkle, clean prongs. Persona direction: mature luxury shopper, 30s, warm beige skin, black hair. Outfit direction: street-style denim with luxury coat. Scene frame: Pilates studio or wellness club. Action frame: mirror interaction. Composition: real background clutter remains. Lens: mirror selfie perspective. Low-AI feel: relaxed expression, natural posture, not overly retouched. Product is clearer than full-body, but the gesture stays natural and not hard-selling. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","Product close-up framework. Same Product DNA. Product is the hero with realistic diamond structure and metal reflections; keep real skin or fabric context and avoid CGI packshot style. Avoid: no brand logo, no text, no watermark, no exact brand copy, no hyper-smooth skin, no CGI look, no plastic diamond, no glass toy effect, no overexposed stones, no distorted fingers, no hard-sell product pose.","bracelet|bracelet; graduated bracelet stones; delicate wrist scale; yellow gold; diamond bangle; honeycomb geometric hint; wrist; geometric wrist line; not overexposed stones, realistic diamond facets, controlled sparkle, clean prongs|mature luxury shopper|30s|warm beige skin, black hair|street-style denim with luxury coat|Pilates studio or wellness club|mirror interaction|real background clutter remains|mirror selfie perspective"
